PPM , 1.161 , 8.008 , 52.088 , 25.500 , 62.177 , 31.599 , 09-03-2021 08:00:28
PPM , 1.163 , 8.004 , 52.032 , 25.336 , 61.828 , 31.353 , 09-03-2021 08:00:37
PPM , 1.159 , 7.965 , 51.558 , 25.440 , 61.728 , 31.510 , 09-03-2021 08:00:47
PPM , 1.161 , 8.099 , 53.222 , 25.202 , 61.646 , 31.153 , 09-03-2021 08:00:56
PPM , 1.161 , 8.056 , 52.680 , 25.231 , 61.696 , 31.198 , 09-03-2021 08:01:06
PPM , 1.156 , 7.947 , 51.336 , 24.758 , 61.399 , 30.494 , 09-03-2021 08:01:16
PPM , 1.160 , 8.104 , 53.279 , 24.832 , 60.973 , 30.603 , 09-03-2021 08:01:25
PPM , 1.158 , 7.995 , 51.920 , 24.714 , 60.695 , 30.428 , 09-03-2021 08:01:35
PPM , 1.155 , 7.972 , 51.641 , 24.554 , 60.826 , 30.190 , 09-03-2021 08:01:45
PPM , 1.157 , 8.013 , 52.144 , 24.408 , 60.663 , 29.974 , 09-03-2021 08:01:54
PPM , 1.154 , 7.931 , 51.142 , 24.554 , 60.130 , 30.190 , 09-03-2021 08:02:04
PPM , 1.156 , 8.020 , 52.228 , 24.554 , 60.598 , 30.190 , 09-03-2021 08:02:13
PPM , 1.157 , 8.022 , 52.257 , 24.670 , 60.842 , 30.363 , 09-03-2021 08:02:23
PPM , 1.152 , 7.949 , 51.363 , 24.148 , 60.712 , 29.589 , 09-03-2021 08:02:32
PPM , 1.155 , 8.088 , 53.079 , 24.119 , 60.017 , 29.547 , 09-03-2021 08:02:42
PPM , 1.152 , 8.015 , 52.172 , 24.249 , 60.242 , 29.739 , 09-03-2021 08:02:52
PPM , 1.151 , 8.040 , 52.482 , 24.119 , 60.323 , 29.547 , 09-03-2021 08:03:01
PPM , 1.154 , 8.065 , 52.794 , 23.875 , 59.873 , 29.187 , 09-03-2021 08:03:10
PPM , 1.148 , 7.986 , 51.808 , 23.961 , 59.760 , 29.314 , 09-03-2021 08:03:20
PPM , 1.150 , 8.058 , 52.709 , 23.789 , 59.537 , 29.061 , 09-03-2021 08:03:29
PPM , 1.149 , 7.981 , 51.752 , 23.775 , 59.346 , 29.039 , 09-03-2021 08:03:39
PPM , 1.149 , 7.956 , 51.447 , 23.605 , 59.140 , 28.789 , 09-03-2021 08:03:49
PPM , 1.150 , 8.058 , 52.709 , 23.718 , 59.298 , 28.956 , 09-03-2021 08:03:58
PPM , 1.147 , 7.929 , 51.115 , 23.733 , 59.203 , 28.977 , 09-03-2021 08:04:07
PPM , 1.145 , 7.990 , 51.864 , 23.477 , 58.903 , 28.602 , 09-03-2021 08:04:17
PPM , 1.148 , 7.967 , 51.585 , 23.238 , 58.322 , 28.251 , 09-03-2021 08:04:26
PPM , 1.142 , 7.916 , 50.950 , 23.113 , 58.260 , 28.067 , 09-03-2021 08:04:36
PPM , 1.145 , 7.972 , 51.641 , 23.267 , 58.463 , 28.292 , 09-03-2021 08:04:46
PPM , 1.143 , 7.922 , 51.032 , 23.337 , 58.573 , 28.395 , 09-03-2021 08:04:55
PPM , 1.142 , 7.916 , 50.949 , 22.724 , 57.732 , 27.499 , 09-03-2021 08:05:05
PPM , 1.144 , 7.992 , 51.892 , 22.987 , 58.104 , 27.883 , 09-03-2021 08:05:14
PPM , 1.138 , 7.909 , 50.868 , 22.849 , 57.933 , 27.681 , 09-03-2021 08:05:23
PPM , 1.138 , 7.918 , 50.977 , 22.628 , 57.439 , 27.359 , 09-03-2021 08:05:33
PPM , 1.139 , 7.913 , 50.922 , 22.683 , 57.194 , 27.439 , 09-03-2021 08:05:43
